sample_accession	experiment_accession	run_accession	sample_alias
SAMN11942152	SRX5989353	SRR9218858	cl-0029_16S
SAMN11941302	SRX5989352	SRR9218859	ae-0074_16S
SAMN11941301	SRX5989351	SRR9218860	ae-0073_16S
SAMN11941298	SRX5989350	SRR9218861	ae-0070_16S
SAMN11941297	SRX5989349	SRR9218862	ae-0069_16S
SAMN11941300	SRX5989348	SRR9218863	ae-0072_16S
SAMN11941299	SRX5989347	SRR9218864	ae-0071_16S
SAMN11941294	SRX5989346	SRR9218865	ae-0065_16S
SAMN11941293	SRX5989345	SRR9218866	ae-0064_16S
SAMN11941296	SRX5989344	SRR9218867	ae-0068_16S
SAMN11941295	SRX5989343	SRR9218868	ae-0067_16S
SAMN11942226	SRX5989342	SRR9218869	cl-0108_16S
SAMN11942178	SRX5989341	SRR9218870	cl-0056_16S
SAMN11942046	SRX5989340	SRR9218871	bj-0064_16S
SAMN11941423	SRX5989339	SRR9218872	am-0124_16S
SAMN11941424	SRX5989338	SRR9218873	am-0125_16S
SAMN11941425	SRX5989337	SRR9218874	am-0126_16S
SAMN11941426	SRX5989336	SRR9218875	am-0127_16S
SAMN11941427	SRX5989335	SRR9218876	am-0128_16S
SAMN11941428	SRX5989334	SRR9218877	am-0129_16S
SAMN11941429	SRX5989333	SRR9218878	am-0130_16S
SAMN11941430	SRX5989332	SRR9218879	am-0131_16S
SAMN11941431	SRX5989331	SRR9218880	am-0132_16S
SAMN11941432	SRX5989330	SRR9218881	am-0134_16S
SAMN11942045	SRX5989329	SRR9218882	bj-0063_16S
SAMN11941515	SRX5989328	SRR9218883	am-0224_16S
SAMN11941516	SRX5989327	SRR9218884	am-0225_16S
SAMN11941513	SRX5989326	SRR9218885	am-0222_16S
SAMN11941514	SRX5989325	SRR9218886	am-0223_16S
SAMN11941422	SRX5989324	SRR9218887	am-0123_16S
SAMN11941520	SRX5989323	SRR9218888	am-0229_16S
SAMN11941517	SRX5989322	SRR9218889	am-0226_16S
SAMN11941518	SRX5989321	SRR9218890	am-0227_16S
SAMN11941418	SRX5989320	SRR9218891	am-0119_16S
SAMN11941417	SRX5989319	SRR9218892	am-0118_16S
SAMN11941420	SRX5989318	SRR9218893	am-0121_16S
SAMN11941419	SRX5989317	SRR9218894	am-0120_16S
SAMN11941414	SRX5989316	SRR9218895	am-0115_16S
SAMN11941686	SRX5989315	SRR9218896	ba-0021_16S
SAMN11941685	SRX5989314	SRR9218897	ba-0020_16S
SAMN11941688	SRX5989313	SRR9218898	ba-0023_16S
SAMN11941687	SRX5989312	SRR9218899	ba-0022_16S
SAMN11941690	SRX5989311	SRR9218900	ba-0025_16S
SAMN11941689	SRX5989310	SRR9218901	ba-0024_16S
SAMN11942014	SRX5989309	SRR9218902	bj-0031_16S
SAMN11942013	SRX5989308	SRR9218903	bj-0030_16S
SAMN11942140	SRX5989307	SRR9218904	cl-0010_16S
SAMN11942214	SRX5989306	SRR9218905	cl-0095_16S
SAMN11941866	SRX5989305	SRR9218906	bh-0011_16S
SAMN11941915	SRX5989304	SRR9218907	bh-0065_16S
SAMN11942151	SRX5989303	SRR9218908	cl-0028_16S
SAMN11941331	SRX5989302	SRR9218909	am-0014_16S
SAMN11942022	SRX5989301	SRR9218910	bj-0039_16S
SAMN11942021	SRX5989300	SRR9218911	bj-0038_16S
SAMN11941842	SRX5989299	SRR9218912	bc-0091_16S
SAMN11942161	SRX5989298	SRR9218913	cl-0039_16S
SAMN11941865	SRX5989297	SRR9218914	bh-0010_16S
SAMN11942204	SRX5989296	SRR9218915	cl-0085_16S
SAMN11941341	SRX5989295	SRR9218916	am-0024_16S
SAMN11941320	SRX5989294	SRR9218917	am-0003_16S
SAMN11941841	SRX5989293	SRR9218918	bc-0090_16S
SAMN11941318	SRX5989292	SRR9218919	am-0001_16S
SAMN11941317	SRX5989291	SRR9218920	al-0025_16S
SAMN11941316	SRX5989290	SRR9218921	al-0002_16S
SAMN11941315	SRX5989289	SRR9218922	ak-0010_16S
SAMN11941314	SRX5989288	SRR9218923	ak-0001_16S
SAMN11941868	SRX5989287	SRR9218924	bh-0013_16S
SAMN11942162	SRX5989286	SRR9218925	cl-0040_16S
SAMN11942139	SRX5989285	SRR9218926	cl-0009_16S
SAMN11941322	SRX5989284	SRR9218927	am-0005_16S
SAMN11941413	SRX5989283	SRR9218928	am-0114_16S
SAMN11941416	SRX5989282	SRR9218929	am-0117_16S
SAMN11941415	SRX5989281	SRR9218930	am-0116_16S
SAMN11942059	SRX5989280	SRR9218931	bj-0078_16S
SAMN11942191	SRX5989279	SRR9218932	cl-0069_16S
SAMN11941598	SRX5989278	SRR9218933	ao-0029_16S
SAMN11941597	SRX5989277	SRR9218934	ao-0028_16S
SAMN11941600	SRX5989276	SRR9218935	ao-0032_16S
SAMN11941599	SRX5989275	SRR9218936	ao-0030_16S
SAMN11941541	SRX5989274	SRR9218937	an-0035_16S
SAMN11941542	SRX5989273	SRR9218938	an-0036_16S
SAMN11941596	SRX5989272	SRR9218939	ao-0027_16S
SAMN11941595	SRX5989271	SRR9218940	ao-0026_16S
SAMN11941537	SRX5989270	SRR9218941	an-0027_16S
SAMN11941538	SRX5989269	SRR9218942	an-0028_16S
SAMN11941539	SRX5989268	SRR9218943	an-0030_16S
SAMN11941540	SRX5989267	SRR9218944	an-0034_16S
SAMN11941533	SRX5989266	SRR9218945	an-0017_16S
SAMN11941534	SRX5989265	SRR9218946	an-0019_16S
SAMN11941535	SRX5989264	SRR9218947	an-0023_16S
SAMN11941536	SRX5989263	SRR9218948	an-0026_16S
SAMN11942172	SRX5989262	SRR9218949	cl-0050_16S
SAMN11941985	SRX5989261	SRR9218950	bi-0001_16S
SAMN11941986	SRX5989260	SRR9218951	bi-0026_16S
SAMN11941983	SRX5989259	SRR9218952	bh-0136_16S
SAMN11942019	SRX5989258	SRR9218953	bj-0036_16S
SAMN11942018	SRX5989257	SRR9218954	bj-0035_16S
SAMN11942017	SRX5989256	SRR9218955	bj-0034_16S
SAMN11942016	SRX5989255	SRR9218956	bj-0033_16S
SAMN11942015	SRX5989254	SRR9218957	bj-0032_16S
SAMN11941921	SRX5989253	SRR9218958	bh-0072_16S
SAMN11941922	SRX5989252	SRR9218959	bh-0073_16S
SAMN11941321	SRX5989251	SRR9218960	am-0004_16S
SAMN11941848	SRX5989250	SRR9218961	bc-0097_16S
SAMN11942160	SRX5989249	SRR9218962	cl-0037_16S
SAMN11941897	SRX5989248	SRR9218963	bh-0044_16S
SAMN11941898	SRX5989247	SRR9218964	bh-0045_16S
SAMN11941899	SRX5989246	SRR9218965	bh-0046_16S
SAMN11941856	SRX5989245	SRR9218966	bf-0003_16S
SAMN11941893	SRX5989244	SRR9218967	bh-0040_16S
SAMN11941894	SRX5989243	SRR9218968	bh-0041_16S
SAMN11941895	SRX5989242	SRR9218969	bh-0042_16S
SAMN11941896	SRX5989241	SRR9218970	bh-0043_16S
SAMN11941901	SRX5989240	SRR9218971	bh-0050_16S
SAMN11941902	SRX5989239	SRR9218972	bh-0051_16S
SAMN11941771	SRX5989238	SRR9218973	bc-0002_16S
SAMN11942153	SRX5989237	SRR9218974	cl-0030_16S
SAMN11941634	SRX5989236	SRR9218975	ao-0075_16S
SAMN11941633	SRX5989235	SRR9218976	ao-0074_16S
SAMN11941636	SRX5989234	SRR9218977	ao-0077_16S
SAMN11941635	SRX5989233	SRR9218978	ao-0076_16S
SAMN11941638	SRX5989232	SRR9218979	ao-0079_16S
SAMN11941637	SRX5989231	SRR9218980	ao-0078_16S
SAMN11941640	SRX5989230	SRR9218981	ao-0081_16S
SAMN11941639	SRX5989229	SRR9218982	ao-0080_16S
SAMN11941493	SRX5989228	SRR9218983	am-0201_16S
SAMN11941641	SRX5989227	SRR9218984	ao-0082_16S
SAMN11941495	SRX5989226	SRR9218985	am-0203_16S
SAMN11941496	SRX5989225	SRR9218986	am-0204_16S
SAMN11941497	SRX5989224	SRR9218987	am-0205_16S
SAMN11941498	SRX5989223	SRR9218988	am-0206_16S
SAMN11941499	SRX5989222	SRR9218989	am-0207_16S
SAMN11941500	SRX5989221	SRR9218990	am-0208_16S
SAMN11941396	SRX5989220	SRR9218991	am-0097_16S
SAMN11941395	SRX5989219	SRR9218992	am-0096_16S
SAMN11941394	SRX5989218	SRR9218993	am-0095_16S
SAMN11941393	SRX5989217	SRR9218994	am-0094_16S
SAMN11941400	SRX5989216	SRR9218995	am-0101_16S
SAMN11941399	SRX5989215	SRR9218996	am-0100_16S
SAMN11941398	SRX5989214	SRR9218997	am-0099_16S
SAMN11941397	SRX5989213	SRR9218998	am-0098_16S
SAMN11941872	SRX5989212	SRR9218999	bh-0017_16S
SAMN11941871	SRX5989211	SRR9219000	bh-0016_16S
SAMN11941402	SRX5989210	SRR9219001	am-0103_16S
SAMN11941401	SRX5989209	SRR9219002	am-0102_16S
SAMN11942095	SRX5989208	SRR9219003	bs-0001_16S
SAMN11941713	SRX5989207	SRR9219004	ba-0048_16S
SAMN11941714	SRX5989206	SRR9219005	ba-0049_16S
SAMN11941622	SRX5989205	SRR9219006	ao-0060_16S
SAMN11941621	SRX5989204	SRR9219007	ao-0059_16S
SAMN11941717	SRX5989203	SRR9219008	ba-0052_16S
SAMN11941718	SRX5989202	SRR9219009	ba-0053_16S
SAMN11941719	SRX5989201	SRR9219010	ba-0054_16S
SAMN11941720	SRX5989200	SRR9219011	ba-0056_16S
SAMN11941616	SRX5989199	SRR9219012	ao-0048_16S
SAMN11941615	SRX5989198	SRR9219013	ao-0047_16S
SAMN11941614	SRX5989197	SRR9219014	ao-0046_16S
SAMN11941613	SRX5989196	SRR9219015	ao-0045_16S
SAMN11941620	SRX5989195	SRR9219016	ao-0058_16S
SAMN11941619	SRX5989194	SRR9219017	ao-0057_16S
SAMN11941618	SRX5989193	SRR9219018	ao-0050_16S
SAMN11941617	SRX5989192	SRR9219019	ao-0049_16S
SAMN11941492	SRX5989191	SRR9219020	am-0200_16S
SAMN11942040	SRX5989190	SRR9219021	bj-0057_16S
SAMN11941491	SRX5989189	SRR9219022	am-0199_16S
SAMN11941732	SRX5989188	SRR9219023	ba-0069_16S
SAMN11941601	SRX5989859	SRR9219024	ao-0033_16S
SAMN11941291	SRX5989858	SRR9219025	ae-0061_16S
SAMN11941292	SRX5989857	SRR9219026	ae-0062_16S
SAMN11941289	SRX5989856	SRR9219027	ae-0056_16S
SAMN11941290	SRX5989855	SRR9219028	ae-0060_16S
SAMN11941287	SRX5989854	SRR9219029	ae-0052_16S
SAMN11941288	SRX5989853	SRR9219030	ae-0053_16S
SAMN11941285	SRX5989852	SRR9219031	ae-0050_16S
SAMN11941286	SRX5989851	SRR9219032	ae-0051_16S
SAMN11941283	SRX5989850	SRR9219033	ae-0047_16S
SAMN11941284	SRX5989849	SRR9219034	ae-0048_16S
SAMN11941792	SRX5989848	SRR9219035	bc-0032_16S
SAMN11942055	SRX5989847	SRR9219036	bj-0074_16S
SAMN11942005	SRX5989846	SRR9219037	bj-0022_16S
SAMN11942146	SRX5989845	SRR9219038	cl-0018_16S
SAMN11942242	SRX5989844	SRR9219039	cl-0125_16S
SAMN11941861	SRX5989843	SRR9219040	bh-0006_16S
SAMN11942241	SRX5989842	SRR9219041	cl-0124_16S
SAMN11941976	SRX5989841	SRR9219042	bh-0129_16S
SAMN11942056	SRX5989840	SRR9219043	bj-0075_16S
SAMN11941997	SRX5989839	SRR9219044	bj-0014_16S
SAMN11941834	SRX5989838	SRR9219045	bc-0082_16S
SAMN11941862	SRX5989837	SRR9219046	bh-0007_16S
SAMN11941504	SRX5989836	SRR9219047	am-0212_16S
SAMN11941503	SRX5989835	SRR9219048	am-0211_16S
SAMN11941506	SRX5989834	SRR9219049	am-0214_16S
SAMN11941505	SRX5989833	SRR9219050	am-0213_16S
SAMN11941508	SRX5989832	SRR9219051	am-0217_16S
SAMN11941963	SRX5989831	SRR9219052	bh-0116_16S
SAMN11941964	SRX5989830	SRR9219053	bh-0117_16S
SAMN11941932	SRX5989829	SRR9219054	bh-0083_16S
SAMN11941931	SRX5989828	SRR9219055	bh-0082_16S
SAMN11941930	SRX5989827	SRR9219056	bh-0081_16S
SAMN11941929	SRX5989826	SRR9219057	bh-0080_16S
SAMN11941928	SRX5989825	SRR9219058	bh-0079_16S
SAMN11941927	SRX5989824	SRR9219059	bh-0078_16S
SAMN11941926	SRX5989823	SRR9219060	bh-0077_16S
SAMN11941925	SRX5989822	SRR9219061	bh-0076_16S
SAMN11941924	SRX5989821	SRR9219062	bh-0075_16S
SAMN11941923	SRX5989820	SRR9219063	bh-0074_16S
SAMN11941987	SRX5989819	SRR9219064	bj-0002_16S
SAMN11941965	SRX5989818	SRR9219065	bh-0118_16S
SAMN11941966	SRX5989817	SRR9219066	bh-0119_16S
SAMN11941446	SRX5989816	SRR9219067	am-0150_16S
SAMN11941445	SRX5989815	SRR9219068	am-0149_16S
SAMN11941444	SRX5989814	SRR9219069	am-0148_16S
SAMN11941443	SRX5989813	SRR9219070	am-0147_16S
SAMN11941450	SRX5989812	SRR9219071	am-0155_16S
SAMN11941449	SRX5989811	SRR9219072	am-0153_16S
SAMN11941448	SRX5989810	SRR9219073	am-0152_16S
SAMN11941447	SRX5989809	SRR9219074	am-0151_16S
SAMN11941853	SRX5989808	SRR9219075	bd-0033_16S
SAMN11941854	SRX5989807	SRR9219076	be-0001_16S
SAMN11941452	SRX5989806	SRR9219077	am-0157_16S
SAMN11941451	SRX5989805	SRR9219078	am-0156_16S
SAMN11941857	SRX5989804	SRR9219079	bf-0108_16S
SAMN11941858	SRX5989803	SRR9219080	bg-0047_16S
SAMN11941859	SRX5989802	SRR9219081	bh-0002_16S
SAMN11941860	SRX5989801	SRR9219082	bh-0004_16S
SAMN11941783	SRX5989800	SRR9219083	bc-0022_16S
SAMN11941507	SRX5989799	SRR9219084	am-0216_16S
SAMN11941510	SRX5989798	SRR9219085	am-0219_16S
SAMN11941509	SRX5989797	SRR9219086	am-0218_16S
SAMN11941343	SRX5989796	SRR9219087	am-0026_16S
SAMN11941344	SRX5989795	SRR9219088	am-0027_16S
SAMN11941345	SRX5989794	SRR9219089	am-0028_16S
SAMN11941346	SRX5989793	SRR9219090	am-0029_16S
SAMN11941347	SRX5989792	SRR9219091	am-0030_16S
SAMN11941348	SRX5989791	SRR9219092	am-0031_16S
SAMN11941349	SRX5989790	SRR9219093	am-0039_16S
SAMN11941350	SRX5989789	SRR9219094	am-0051_16S
SAMN11941563	SRX5989788	SRR9219095	an-0058_16S
SAMN11941564	SRX5989787	SRR9219096	an-0060_16S
SAMN11941532	SRX5989786	SRR9219097	an-0016_16S
SAMN11941531	SRX5989785	SRR9219098	an-0015_16S
SAMN11941567	SRX5989784	SRR9219099	an-0065_16S
SAMN11941568	SRX5989783	SRR9219100	an-0066_16S
SAMN11941569	SRX5989782	SRR9219101	an-0067_16S
SAMN11941570	SRX5989781	SRR9219102	an-0069_16S
SAMN11941571	SRX5989780	SRR9219103	an-0070_16S
SAMN11941525	SRX5989779	SRR9219104	an-0003_16S
SAMN11941524	SRX5989778	SRR9219105	an-0002_16S
SAMN11941523	SRX5989777	SRR9219106	an-0001_16S
SAMN11941530	SRX5989776	SRR9219107	an-0013_16S
SAMN11941529	SRX5989775	SRR9219108	an-0009_16S
SAMN11941528	SRX5989774	SRR9219109	an-0006_16S
SAMN11941527	SRX5989773	SRR9219110	an-0005_16S
SAMN11941933	SRX5989772	SRR9219111	bh-0084_16S
SAMN11941934	SRX5989771	SRR9219112	bh-0085_16S
SAMN11941935	SRX5989770	SRR9219113	bh-0086_16S
SAMN11941936	SRX5989769	SRR9219114	bh-0087_16S
SAMN11941937	SRX5989768	SRR9219115	bh-0088_16S
SAMN11941784	SRX5989767	SRR9219116	bc-0023_16S
SAMN11941672	SRX5989766	SRR9219117	ba-0002_16S
SAMN11941671	SRX5989765	SRR9219118	ba-0001_16S
SAMN11941787	SRX5989764	SRR9219119	bc-0026_16S
SAMN11941788	SRX5989763	SRR9219120	bc-0028_16S
SAMN11941789	SRX5989762	SRR9219121	bc-0029_16S
SAMN11941790	SRX5989761	SRR9219122	bc-0030_16S
SAMN11941666	SRX5989760	SRR9219123	ax-0090_16S
SAMN11941665	SRX5989759	SRR9219124	ax-0001_16S
SAMN11941664	SRX5989758	SRR9219125	aw-0036_16S
SAMN11941663	SRX5989757	SRR9219126	aw-0001_16S
SAMN11941670	SRX5989756	SRR9219127	az-0036_16S
SAMN11941669	SRX5989755	SRR9219128	az-0001_16S
SAMN11941668	SRX5989754	SRR9219129	ay-0058_16S
SAMN11941667	SRX5989753	SRR9219130	ay-0001_16S
SAMN11942073	SRX5989752	SRR9219131	bj-0103_16S
SAMN11942074	SRX5989751	SRR9219132	bj-0105_16S
SAMN11941972	SRX5989750	SRR9219133	bh-0125_16S
SAMN11942076	SRX5989749	SRR9219134	bj-0107_16S
SAMN11942077	SRX5989748	SRR9219135	bj-0108_16S
SAMN11942078	SRX5989747	SRR9219136	bj-0109_16S
SAMN11942079	SRX5989746	SRR9219137	bk-0002_16S
SAMN11942080	SRX5989745	SRR9219138	bk-0025_16S
SAMN11942081	SRX5989744	SRR9219139	bl-0003_16S
SAMN11942082	SRX5989743	SRR9219140	bl-0009_16S
SAMN11941543	SRX5989742	SRR9219141	an-0037_16S
SAMN11941582	SRX5989741	SRR9219142	ao-0004_16S
SAMN11941581	SRX5989740	SRR9219143	ao-0003_16S
SAMN11941580	SRX5989739	SRR9219144	ao-0002_16S
SAMN11941579	SRX5989738	SRR9219145	an-0082_16S
SAMN11941578	SRX5989737	SRR9219146	an-0081_16S
SAMN11941577	SRX5989736	SRR9219147	an-0080_16S
SAMN11941938	SRX5989735	SRR9219148	bh-0090_16S
SAMN11941939	SRX5989734	SRR9219149	bh-0091_16S
SAMN11941940	SRX5989733	SRR9219150	bh-0092_16S
SAMN11941941	SRX5989732	SRR9219151	bh-0093_16S
SAMN11941942	SRX5989731	SRR9219152	bh-0094_16S
SAMN11941950	SRX5989730	SRR9219153	bh-0102_16S
SAMN11941994	SRX5989729	SRR9219154	bj-0010_16S
SAMN11941947	SRX5989728	SRR9219155	bh-0099_16S
SAMN11942117	SRX5989727	SRR9219156	cd-0050_16S
SAMN11941948	SRX5989726	SRR9219157	bh-0100_16S
SAMN11941945	SRX5989725	SRR9219158	bh-0097_16S
SAMN11941457	SRX5989724	SRR9219159	am-0162_16S
SAMN11941458	SRX5989723	SRR9219160	am-0163_16S
SAMN11941459	SRX5989722	SRR9219161	am-0164_16S
SAMN11941460	SRX5989721	SRR9219162	am-0165_16S
SAMN11941453	SRX5989720	SRR9219163	am-0158_16S
SAMN11941454	SRX5989719	SRR9219164	am-0159_16S
SAMN11941442	SRX5989718	SRR9219165	am-0146_16S
SAMN11941441	SRX5989717	SRR9219166	am-0143_16S
SAMN11941440	SRX5989716	SRR9219167	am-0142_16S
SAMN11941439	SRX5989715	SRR9219168	am-0141_16S
SAMN11941438	SRX5989714	SRR9219169	am-0140_16S
SAMN11941437	SRX5989713	SRR9219170	am-0139_16S
SAMN11941436	SRX5989712	SRR9219171	am-0138_16S
SAMN11941435	SRX5989711	SRR9219172	am-0137_16S
SAMN11941434	SRX5989710	SRR9219173	am-0136_16S
SAMN11941433	SRX5989709	SRR9219174	am-0135_16S
SAMN11941778	SRX5989708	SRR9219175	bc-0017_16S
SAMN11941777	SRX5989707	SRR9219176	bc-0016_16S
SAMN11941780	SRX5989706	SRR9219177	bc-0019_16S
SAMN11941779	SRX5989705	SRR9219178	bc-0018_16S
SAMN11941681	SRX5989704	SRR9219179	ba-0016_16S
SAMN11941576	SRX5989703	SRR9219180	an-0077_16S
SAMN11941575	SRX5989702	SRR9219181	an-0076_16S
SAMN11941574	SRX5989701	SRR9219182	an-0073_16S
SAMN11941573	SRX5989700	SRR9219183	an-0072_16S
SAMN11941991	SRX5989699	SRR9219184	bj-0007_16S
SAMN11941643	SRX5989698	SRR9219185	ao-0084_16S
SAMN11942192	SRX5989697	SRR9219186	cl-0070_16S
SAMN11941900	SRX5989696	SRR9219187	bh-0048_16S
SAMN11942187	SRX5989695	SRR9219188	cl-0065_16S
SAMN11942188	SRX5989694	SRR9219189	cl-0066_16S
SAMN11942189	SRX5989693	SRR9219190	cl-0067_16S
SAMN11942190	SRX5989692	SRR9219191	cl-0068_16S
SAMN11942183	SRX5989691	SRR9219192	cl-0061_16S
SAMN11942184	SRX5989690	SRR9219193	cl-0062_16S
SAMN11942185	SRX5989689	SRR9219194	cl-0063_16S
SAMN11942186	SRX5989688	SRR9219195	cl-0064_16S
SAMN11942124	SRX5989687	SRR9219196	ch-0001_16S
SAMN11941342	SRX5989686	SRR9219197	am-0025_16S
SAMN11942123	SRX5989685	SRR9219198	cg-0014_16S
SAMN11942169	SRX5989684	SRR9219199	cl-0047_16S
SAMN11941992	SRX5989683	SRR9219200	bj-0008_16S
SAMN11942128	SRX5989682	SRR9219201	cj-0001_16S
SAMN11941246	SRX5989681	SRR9219202	ac-0002_16S
SAMN11941245	SRX5989680	SRR9219203	ab-0140_16S
SAMN11941244	SRX5989679	SRR9219204	aa-0163_16S
SAMN11941243	SRX5989678	SRR9219205	aa-0154_16S
SAMN11941250	SRX5989677	SRR9219206	ae-0001_16S
SAMN11941249	SRX5989676	SRR9219207	ad-0005_16S
SAMN11941248	SRX5989675	SRR9219208	ad-0002_16S
SAMN11941247	SRX5989674	SRR9219209	ac-0038_16S
SAMN11941252	SRX5989673	SRR9219210	ae-0003_16S
SAMN11941251	SRX5989672	SRR9219211	ae-0002_16S
SAMN11942132	SRX5989671	SRR9219212	cl-0001_16S
SAMN11942131	SRX5989670	SRR9219213	ck-0028_16S
SAMN11941303	SRX5989669	SRR9219214	ae-0075_16S
SAMN11941304	SRX5989668	SRR9219215	ae-0076_16S
SAMN11941305	SRX5989667	SRR9219216	af-0060_16S
SAMN11941306	SRX5989666	SRR9219217	ag-0001_16S
SAMN11941307	SRX5989665	SRR9219218	ag-0005_16S
SAMN11941308	SRX5989664	SRR9219219	ah-0002_16S
SAMN11941309	SRX5989663	SRR9219220	ah-0028_16S
SAMN11941310	SRX5989662	SRR9219221	ai-0002_16S
SAMN11941311	SRX5989661	SRR9219222	ai-0019_16S
SAMN11941312	SRX5989660	SRR9219223	aj-0001_16S
SAMN11942181	SRX5989659	SRR9219224	cl-0059_16S
SAMN11941904	SRX5989658	SRR9219225	bh-0053_16S
SAMN11941886	SRX5989657	SRR9219226	bh-0033_16S
SAMN11941885	SRX5989656	SRR9219227	bh-0032_16S
SAMN11941884	SRX5989655	SRR9219228	bh-0031_16S
SAMN11941883	SRX5989654	SRR9219229	bh-0030_16S
SAMN11941890	SRX5989653	SRR9219230	bh-0037_16S
SAMN11941889	SRX5989652	SRR9219231	bh-0036_16S
SAMN11941888	SRX5989651	SRR9219232	bh-0035_16S
SAMN11941887	SRX5989650	SRR9219233	bh-0034_16S
SAMN11941892	SRX5989649	SRR9219234	bh-0039_16S
SAMN11941891	SRX5989648	SRR9219235	bh-0038_16S
SAMN11941490	SRX5989647	SRR9219236	am-0198_16S
SAMN11941489	SRX5989646	SRR9219237	am-0197_16S
SAMN11941488	SRX5989645	SRR9219238	am-0196_16S
SAMN11941487	SRX5989644	SRR9219239	am-0195_16S
SAMN11941486	SRX5989643	SRR9219240	am-0194_16S
SAMN11941485	SRX5989642	SRR9219241	am-0192_16S
SAMN11941411	SRX5989641	SRR9219242	am-0112_16S
SAMN11941412	SRX5989640	SRR9219243	am-0113_16S
SAMN11941682	SRX5989639	SRR9219244	ba-0017_16S
SAMN11941776	SRX5989638	SRR9219245	bc-0015_16S
SAMN11941775	SRX5989637	SRR9219246	bc-0014_16S
SAMN11941677	SRX5989636	SRR9219247	ba-0008_16S
SAMN11941678	SRX5989635	SRR9219248	ba-0009_16S
SAMN11941679	SRX5989634	SRR9219249	ba-0010_16S
SAMN11941680	SRX5989633	SRR9219250	ba-0011_16S
SAMN11941673	SRX5989632	SRR9219251	ba-0004_16S
SAMN11941674	SRX5989631	SRR9219252	ba-0005_16S
SAMN11941675	SRX5989630	SRR9219253	ba-0006_16S
SAMN11941676	SRX5989629	SRR9219254	ba-0007_16S
SAMN11942088	SRX5989628	SRR9219255	bo-0122_16S
SAMN11942087	SRX5989627	SRR9219256	bo-0001_16S
SAMN11942090	SRX5989626	SRR9219257	bp-0004_16S
SAMN11942089	SRX5989625	SRR9219258	bp-0002_16S
SAMN11942084	SRX5989624	SRR9219259	bm-0013_16S
SAMN11941484	SRX5989623	SRR9219260	am-0190_16S
SAMN11942086	SRX5989622	SRR9219261	bn-0038_16S
SAMN11942085	SRX5989621	SRR9219262	bn-0002_16S
SAMN11942092	SRX5989620	SRR9219263	bq-0068_16S
SAMN11942091	SRX5989619	SRR9219264	bq-0002_16S
SAMN11942020	SRX5989618	SRR9219265	bj-0037_16S
SAMN11941692	SRX5989617	SRR9219266	ba-0027_16S
SAMN11941691	SRX5989616	SRR9219267	ba-0026_16S
SAMN11942238	SRX5989615	SRR9219268	cl-0121_16S
SAMN11941483	SRX5989614	SRR9219269	am-0189_16S
SAMN11942236	SRX5989613	SRR9219270	cl-0119_16S
SAMN11942235	SRX5989612	SRR9219271	cl-0118_16S
SAMN11942234	SRX5989611	SRR9219272	cl-0117_16S
SAMN11942233	SRX5989610	SRR9219273	cl-0116_16S
SAMN11941684	SRX5989609	SRR9219274	ba-0019_16S
SAMN11941683	SRX5989608	SRR9219275	ba-0018_16S
SAMN11941409	SRX5989607	SRR9219276	am-0110_16S
SAMN11941410	SRX5989606	SRR9219277	am-0111_16S
SAMN11941407	SRX5989605	SRR9219278	am-0108_16S
SAMN11941408	SRX5989604	SRR9219279	am-0109_16S
SAMN11941405	SRX5989603	SRR9219280	am-0106_16S
SAMN11941406	SRX5989602	SRR9219281	am-0107_16S
SAMN11941403	SRX5989601	SRR9219282	am-0104_16S
SAMN11941404	SRX5989600	SRR9219283	am-0105_16S
SAMN11941996	SRX5989599	SRR9219284	bj-0013_16S
SAMN11941995	SRX5989598	SRR9219285	bj-0012_16S
SAMN11941998	SRX5989597	SRR9219286	bj-0015_16S
SAMN11941589	SRX5989596	SRR9219287	ao-0013_16S
SAMN11941590	SRX5989595	SRR9219288	ao-0014_16S
SAMN11941587	SRX5989594	SRR9219289	ao-0011_16S
SAMN11941588	SRX5989593	SRR9219290	ao-0012_16S
SAMN11941585	SRX5989592	SRR9219291	ao-0009_16S
SAMN11941586	SRX5989591	SRR9219292	ao-0010_16S
SAMN11941583	SRX5989590	SRR9219293	ao-0007_16S
SAMN11941584	SRX5989589	SRR9219294	ao-0008_16S
SAMN11942000	SRX5989588	SRR9219295	bj-0017_16S
SAMN11941502	SRX5989587	SRR9219296	am-0210_16S
SAMN11941591	SRX5989586	SRR9219297	ao-0015_16S
SAMN11941592	SRX5989585	SRR9219298	ao-0016_16S
SAMN11942002	SRX5989584	SRR9219299	bj-0019_16S
SAMN11942043	SRX5989583	SRR9219300	bj-0061_16S
SAMN11942001	SRX5989582	SRR9219301	bj-0018_16S
SAMN11941855	SRX5989581	SRR9219302	be-0085_16S
SAMN11942143	SRX5989580	SRR9219303	cl-0015_16S
SAMN11941652	SRX5989579	SRR9219304	aq-0015_16S
SAMN11941903	SRX5989578	SRR9219305	bh-0052_16S
SAMN11942011	SRX5989577	SRR9219306	bj-0028_16S
SAMN11942012	SRX5989576	SRR9219307	bj-0029_16S
SAMN11942126	SRX5989575	SRR9219308	ci-0001_16S
SAMN11942125	SRX5989574	SRR9219309	ch-0008_16S
SAMN11941642	SRX5989573	SRR9219310	ao-0083_16S
SAMN11942127	SRX5989572	SRR9219311	ci-0052_16S
SAMN11942130	SRX5989571	SRR9219312	ck-0001_16S
